,Регион_x_left,Год_x_left,Численность_населения_left,Регион_Год,Регион_y_left,Год_y_left,Смертность_детей_сельская_местность_left,Регион_left,Год_left,Смертность_детей_город_left,Регион_expense_left,Год_expense_left,Соцрасходы_left,Регион_income_left,Год_income_left,Доходы_left,Регион_grd_left,Год_grd_left,ВРП_left,Регион_extraction_left,Год_extraction_left,Полезные_ископаемые_left,Регион_processing_left,Год_processing_left,Обрабатывающее_производство_left,Регион_energy_left,Год_energy_left,Электроэнергия_left,Регион_water_left,Год_water_left,Водоснабжение_left,Регион_industrial_left,Год_industrial_left,Промышленность_left,Регион_retail_left,Год_retail_left,Розничная_торговля_left,Регион_drug_left,Год_drug_left,Наркомания_left,Регион_alco_left,Год_alco_left,Алкоголизм_left,Регион_newborn_left,Год_newborn_left,Новорожденные_left,Регион_total_crime_left,Год_total_crime_left,Общая_преступность_left,Регион_serious_crime_left,Год_serious_crime_left,Тяжелые_преступления_left,Регион_economic_crime_left,Год_economic_crime_left,Экономические_преступления_left,Регион_drug_crime_left,Год_drug_crime_left,Нарко_преступления_left,Регион_disabled_total_left,Год_disabled_total_left,Общее_число_инвалидов_left,Регион_disabled_18_30_left,Год_disabled_18_30_left,Число_инвалидов_18_30_left,Регион_disabled_31_40_left,Год_disabled_31_40_left,Число_инвалидов_31_40_left,Регион_disabled_41_50_left,Год_disabled_41_50_left,Число_инвалидов_41_50_left,Регион_disabled_51_60_left,Год_disabled_51_60_left,Число_инвалидов_51_60_left,Регион_disabled_60_left,Год_disabled_60_left,Число_инвалидов_60_left,Регион_poverty_left,Год_poverty_left,Бедные_left,Регион_children_left,Год_children_left,Малообеспеченные дети_left,Регион_working_left,Год_working_left,Малообеспеченные трудящиеся_left,Регион_elderly_long_left,Год_elderly_long_left,Малообеспеченные пенсионеры_left
93,Вологодская область,2017,1183860.0,Вологодская область_2017,Вологодская область,2017,25.0,Вологодская область,2017,62.0,Вологодская область,2017.0,28.9,Вологодская область,2017.0,25920.0,Вологодская область,2017.0,459777.5,Вологодская область,2017.0,632013.8,Вологодская область,2017.0,572244453.13,Вологодская область,2017.0,40646493.47,Вологодская область,2017.0,7871897.2,Вологодская область,2017.0,621394857.6,Вологодская область,2017.0,28.9,Вологодская область,2017.0,5.8,Вологодская область,2017.0,50.6,Вологодская область,2017,13751.0,Вологодская область,2017,20492.0,Вологодская область,2017,786.0,Вологодская область,2017,861.0,Вологодская область,2017,1241.0,Вологодская область,2017.0,1241019.0,Вологодская область,2017.0,38599.0,Вологодская область,2017.0,64635.0,Вологодская область,2017.0,84929.0,Вологодская область,2017.0,216219.0,Вологодская область,2017.0,836637.0,Вологодская область,2017.0,13.9,Вологодская область,2017.0,38.2,Вологодская область,2017.0,51.9,Вологодская область,2017.0,9.8
94,Воронежская область,2017,2335408.0,Воронежская область_2017,Воронежская область,2017,18.0,Воронежская область,2017,90.0,Воронежская область,2017.0,22.8,Воронежская область,2017.0,29498.0,Воронежская область,2017.0,374125.7,Воронежская область,2017.0,6282741.9,Воронежская область,2017.0,422943623.6,Воронежская область,2017.0,88207265.3,Воронежская область,2017.0,12116144.9,Воронежская область,2017.0,529549775.7,Воронежская область,2017.0,22.8,Воронежская область,2017.0,23.2,Воронежская область,2017.0,76.2,Воронежская область,2017,22423.0,Воронежская область,2017,32571.0,Воронежская область,2017,1173.0,Воронежская область,2017,1630.0,Воронежская область,2017,2455.0,Воронежская область,2017.0,2630229.0,Воронежская область,2017.0,90239.0,Воронежская область,2017.0,138004.0,Воронежская область,2017.0,212349.0,Воронежская область,2017.0,534559.0,Воронежская область,2017.0,1655078.0,Воронежская область,2017.0,9.0,Воронежская область,2017.0,38.6,Воронежская область,2017.0,55.6,Воронежская область,2017.0,5.9
95,Еврейская автономная область,2017,164217.0,Еврейская автономная область_2017,Еврейская автономная область,2017,9.0,Еврейская автономная область,2017,12.0,Еврейская автономная область,2017.0,28.3,Еврейская автономная область,2017.0,23679.0,Еврейская автономная область,2017.0,338826.6,Еврейская автономная область,2017.0,7593200.7,Еврейская автономная область,2017.0,6743433.7,Еврейская автономная область,2017.0,4209453.5,Еврейская автономная область,2017.0,445536.3,Еврейская автономная область,2017.0,18991624.2,Еврейская автономная область,2017.0,28.3,Еврейская автономная область,2017.0,73.0,Еврейская автономная область,2017.0,118.9,Еврейская автономная область,2017,1919.0,Еврейская автономная область,2017,3612.0,Еврейская автономная область,2017,86.0,Еврейская автономная область,2017,66.0,Еврейская автономная область,2017,555.0,Еврейская автономная область,2017.0,157497.0,Еврейская автономная область,2017.0,10070.0,Еврейская автономная область,2017.0,14238.0,Еврейская автономная область,2017.0,14646.0,Еврейская автономная область,2017.0,24690.0,Еврейская автономная область,2017.0,93853.0,Еврейская автономная область,2017.0,24.3,Еврейская автономная область,2017.0,36.0,Еврейская автономная область,2017.0,54.1,Еврейская автономная область,2017.0,9.9
96,Забайкальский край,2017,3444663.0,Забайкальский край_2017,Забайкальский край,2017,70.0,Забайкальский край,2017,98.0,Забайкальский край,2017.0,29.3,Забайкальский край,2017.0,22714.0,Забайкальский край,2017.0,284969.1,Забайкальский край,2017.0,164368855.6,Забайкальский край,2017.0,52618771.0,Забайкальский край,2017.0,62288116.2,Забайкальский край,2017.0,2841751.5,Забайкальский край,2017.0,142479623.0,Забайкальский край,2017.0,29.3,Забайкальский край,2017.0,9.4,Забайкальский край,2017.0,73.1,Забайкальский край,2017,16179.0,Забайкальский край,2017,26992.0,Забайкальский край,2017,629.0,Забайкальский край,2017,938.0,Забайкальский край,2017,1712.0,Забайкальский край,2017.0,976622.0,Забайкальский край,2017.0,61054.0,Забайкальский край,2017.0,84585.0,Забайкальский край,2017.0,90726.0,Забайкальский край,2017.0,167389.0,Забайкальский край,2017.0,572868.0,Забайкальский край,2017.0,22.0,Забайкальский край,2017.0,37.0,Забайкальский край,2017.0,54.3,Забайкальский край,2017.0,8.8
97,Ивановская область,2017,1023170.0,Ивановская область_2017,Ивановская область,2017,4.0,Ивановская область,2017,31.0,Ивановская область,2017.0,28.7,Ивановская область,2017.0,24860.0,Ивановская область,2017.0,208522.0,Ивановская область,2017.0,754680.2,Ивановская область,2017.0,133335467.9,Ивановская область,2017.0,32003154.6,Ивановская область,2017.0,4285184.6,Ивановская область,2017.0,170378487.3,Ивановская область,2017.0,28.7,Ивановская область,2017.0,7.7,Ивановская область,2017.0,79.4,Ивановская область,2017,9877.0,Ивановская область,2017,15943.0,Ивановская область,2017,742.0,Ивановская область,2017,667.0,Ивановская область,2017,928.0,Ивановская область,2017.0,979394.0,Ивановская область,2017.0,36788.0,Ивановская область,2017.0,55779.0,Ивановская область,2017.0,75421.0,Ивановская область,2017.0,157955.0,Ивановская область,2017.0,653451.0,Ивановская область,2017.0,14.3,Ивановская область,2017.0,33.2,Ивановская область,2017.0,55.9,Ивановская область,2017.0,10.9
98,Иркутская область,2017,5117745.0,Иркутская область_2017,Иркутская область,2017,158.0,Иркутская область,2017,306.0,Иркутская область,2017.0,24.6,Иркутская область,2017.0,23507.0,Иркутская область,2017.0,527025.3,Иркутская область,2017.0,910414029.2,Иркутская область,2017.0,963732449.8,Иркутская область,2017.0,223500470.4,Иркутская область,2017.0,14309206.4,Иркутская область,2017.0,1063132681.1,Иркутская область,2017.0,24.6,Иркутская область,2017.0,19.2,Иркутская область,2017.0,85.3,Иркутская область,2017,34893.0,Иркутская область,2017,46026.0,Иркутская область,2017,1144.0,Иркутская область,2017,1407.0,Иркутская область,2017,2666.0,Иркутская область,2017.0,2565942.0,Иркутская область,2017.0,188405.0,Иркутская область,2017.0,235228.0,Иркутская область,2017.0,255943.0,Иркутская область,2017.0,471459.0,Иркутская область,2017.0,1414907.0,Иркутская область,2017.0,18.0,Иркутская область,2017.0,36.8,Иркутская область,2017.0,57.4,Иркутская область,2017.0,5.7
99,Кабардино-Балкарская Республика,2017,864454.0,Кабардино-Балкарская Республика_2017,Кабардино-Балкарская Республика,2017,26.0,Кабардино-Балкарская Республика,2017,29.0,Кабардино-Балкарская Республика,2017.0,25.4,Кабардино-Балкарская Республика,2017.0,20439.0,Кабардино-Балкарская Республика,2017.0,179417.9,Кабардино-Балкарская Республика,2017.0,397989.3,Кабардино-Балкарская Республика,2017.0,27687862.2,Кабардино-Балкарская Республика,2017.0,8733248.9,Кабардино-Балкарская Республика,2017.0,1069012.4,Кабардино-Балкарская Республика,2017.0,37888112.8,Кабардино-Балкарская Республика,2017.0,25.4,Кабардино-Балкарская Республика,2017.0,10.6,Кабардино-Балкарская Республика,2017.0,54.1,Кабардино-Балкарская Республика,2017,10961.0,Кабардино-Балкарская Республика,2017,6729.0,Кабардино-Балкарская Республика,2017,264.0,Кабардино-Балкарская Республика,2017,659.0,Кабардино-Балкарская Республика,2017,1003.0,Кабардино-Балкарская Республика,2017.0,685481.0,Кабардино-Балкарская Республика,2017.0,47796.0,Кабардино-Балкарская Республика,2017.0,56527.0,Кабардино-Балкарская Республика,2017.0,91059.0,Кабардино-Балкарская Республика,2017.0,173180.0,Кабардино-Балкарская Республика,2017.0,316919.0,Кабардино-Балкарская Республика,2017.0,24.7,Кабардино-Балкарская Республика,2017.0,33.0,Кабардино-Балкарская Республика,2017.0,54.0,Кабардино-Балкарская Республика,2017.0,13.0
100,Калининградская область,2017,986261.0,Калининградская область_2017,Калининградская область,2017,5.0,Калининградская область,2017,45.0,Калининградская область,2017.0,9.7,Калининградская область,2017.0,26463.0,Калининградская область,2017.0,450993.6,Калининградская область,2017.0,18259871.8,Калининградская область,2017.0,464119224.3,Калининградская область,2017.0,28773085.8,Калининградская область,2017.0,6013155.9,Калининградская область,2017.0,517165337.8,Калининградская область,2017.0,9.7,Калининградская область,2017.0,6.3,Калининградская область,2017.0,82.7,Калининградская область,2017,10913.0,Калининградская область,2017,17231.0,Калининградская область,2017,499.0,Калининградская область,2017,725.0,Калининградская область,2017,846.0,Калининградская область,2017.0,868369.0,Калининградская область,2017.0,36265.0,Калининградская область,2017.0,53485.0,Калининградская область,2017.0,71073.0,Калининградская область,2017.0,146047.0,Калининградская область,2017.0,561499.0,Калининградская область,2017.0,13.8,Калининградская область,2017.0,35.9,Калининградская область,2017.0,53.5,Калининградская область,2017.0,10.6
101,Калужская область,2017,1014570.0,Калужская область_2017,Калужская область,2017,11.0,Калужская область,2017,35.0,Калужская область,2017.0,18.6,Калужская область,2017.0,28715.0,Калужская область,2017.0,451025.5,Калужская область,2017.0,3672184.1,Калужская область,2017.0,672705723.5,Калужская область,2017.0,23199689.2,Калужская область,2017.0,8463450.1,Калужская область,2017.0,708041046.9,Калужская область,2017.0,18.6,Калужская область,2017.0,6.8,Калужская область,2017.0,53.8,Калужская область,2017,10956.0,Калужская область,2017,17638.0,Калужская область,2017,1017.0,Калужская область,2017,857.0,Калужская область,2017,1175.0,Калужская область,2017.0,936665.0,Калужская область,2017.0,40156.0,Калужская область,2017.0,57728.0,Калужская область,2017.0,73952.0,Калужская область,2017.0,165914.0,Калужская область,2017.0,598915.0,Калужская область,2017.0,10.0,Калужская область,2017.0,41.5,Калужская область,2017.0,50.6,Калужская область,2017.0,8.0
102,Камчатский край,2017,314729.0,Камчатский край_2017,Камчатский край,2017,10.0,Камчатский край,2017,34.0,Камчатский край,2017.0,16.4,Камчатский край,2017.0,45320.0,Камчатский край,2017.0,724011.6,Камчатский край,2017.0,39458255.2,Камчатский край,2017.0,199119417.8,Камчатский край,2017.0,43176054.4,Камчатский край,2017.0,2554609.2,Камчатский край,2017.0,143431472.9,Камчатский край,2017.0,16.4,Камчатский край,2017.0,5.1,Камчатский край,2017.0,62.5,Камчатский край,2017,3953.0,Камчатский край,2017,6135.0,Камчатский край,2017,324.0,Камчатский край,2017,273.0,Камчатский край,2017,557.0,Камчатский край,2017.0,163976.0,Камчатский край,2017.0,11021.0,Камчатский край,2017.0,14176.0,Камчатский край,2017.0,18420.0,Камчатский край,2017.0,29352.0,Камчатский край,2017.0,91007.0,Камчатский край,2017.0,16.8,Камчатский край,2017.0,31.3,Камчатский край,2017.0,63.5,Камчатский край,2017.0,5.2
103,Карачаево-Черкесская Республика,2017,466432.0,Карачаево-Черкесская Республика_2017,Карачаево-Черкесская Республика,2017,24.0,Карачаево-Черкесская Республика,2017,11.0,Карачаево-Черкесская Республика,2017.0,24.6,Карачаево-Черкесская Республика,2017.0,17932.0,Карачаево-Черкесская Республика,2017.0,177468.1,Карачаево-Черкесская Республика,2017.0,2750673.3,Карачаево-Черкесская Республика,2017.0,35194384.0,Карачаево-Черкесская Республика,2017.0,9061435.9,Карачаево-Черкесская Республика,2017.0,990595.0,Карачаево-Черкесская Республика,2017.0,47997088.2,Карачаево-Черкесская Республика,2017.0,24.6,Карачаево-Черкесская Республика,2017.0,6.0,Карачаево-Черкесская Республика,2017.0,31.5,Карачаево-Черкесская Республика,2017,5145.0,Карачаево-Черкесская Республика,2017,4053.0,Карачаево-Черкесская Республика,2017,431.0,Карачаево-Черкесская Республика,2017,524.0,Карачаево-Черкесская Республика,2017,800.0,Карачаево-Черкесская Республика,2017.0,595274.0,Карачаево-Черкесская Республика,2017.0,46356.0,Карачаево-Черкесская Республика,2017.0,53663.0,Карачаево-Черкесская Республика,2017.0,93003.0,Карачаево-Черкесская Республика,2017.0,164715.0,Карачаево-Черкесская Республика,2017.0,237537.0,Карачаево-Черкесская Республика,2017.0,23.2,Карачаево-Черкесская Республика,2017.0,35.6,Карачаево-Черкесская Республика,2017.0,56.5,Карачаево-Черкесская Республика,2017.0,7.9
104,Кемеровская область - Кузбасс,2017,2708844.0,Кемеровская область - Кузбасс_2017,Кемеровская область - Кузбасс,2017,38.0,Кемеровская область - Кузбасс,2017,164.0,Кемеровская область - Кузбасс,2017.0,25.9,Кемеровская область - Кузбасс,2017.0,22141.0,Кемеровская область - Кузбасс,2017.0,406335.3,Кемеровская область - Кузбасс,2017.0,899155792.2,Кемеровская область - Кузбасс,2017.0,545842424.05,Кемеровская область - Кузбасс,2017.0,96517554.6,Кемеровская область - Кузбасс,2017.0,17250827.2,Кемеровская область - Кузбасс,2017.0,1558766598.45,Кемеровская область - Кузбасс,2017.0,25.9,Кемеровская область - Кузбасс,2017.0,15.1,Кемеровская область - Кузбасс,2017.0,44.3,Кемеровская область - Кузбасс,2017,28680.0,Кемеровская область - Кузбасс,2017,57058.0,Кемеровская область - Кузбасс,2017,2477.0,Кемеровская область - Кузбасс,2017,1046.0,Кемеровская область - Кузбасс,2017,5111.0,Кемеровская область - Кузбасс,2017.0,2773244.0,Кемеровская область - Кузбасс,2017.0,135809.0,Кемеровская область - Кузбасс,2017.0,209931.0,Кемеровская область - Кузбасс,2017.0,248978.0,Кемеровская область - Кузбасс,2017.0,557245.0,Кемеровская область - Кузбасс,2017.0,1621281.0,Кемеровская область - Кузбасс,2017.0,14.9,Кемеровская область - Кузбасс,2017.0,44.0,Кемеровская область - Кузбасс,2017.0,51.2,Кемеровская область - Кузбасс,2017.0,4.9
105,Кировская область,2017,1291684.0,Кировская область_2017,Кировская область,2017,17.0,Кировская область,2017,43.0,Кировская область,2017.0,26.0,Кировская область,2017.0,21795.0,Кировская область,2017.0,257681.1,Кировская область,2017.0,1107196.8,Кировская область,2017.0,199822000.5,Кировская область,2017.0,39382194.9,Кировская область,2017.0,4776300.7,Кировская область,2017.0,245087692.9,Кировская область,2017.0,26.0,Кировская область,2017.0,3.9,Кировская область,2017.0,47.8,Кировская область,2017,13767.0,Кировская область,2017,21143.0,Кировская область,2017,1020.0,Кировская область,2017,848.0,Кировская область,2017,1394.0,Кировская область,2017.0,1540702.0,Кировская область,2017.0,50231.0,Кировская область,2017.0,74097.0,Кировская область,2017.0,91877.0,Кировская область,2017.0,236645.0,Кировская область,2017.0,1087852.0,Кировская область,2017.0,15.4,Кировская область,2017.0,37.6,Кировская область,2017.0,57.5,Кировская область,2017.0,4.9
106,Костромская область,2017,648157.0,Костромская область_2017,Костромская область,2017,20.0,Костромская область,2017,31.0,Костромская область,2017.0,22.2,Костромская область,2017.0,24093.0,Костромская область,2017.0,276404.4,Костромская область,2017.0,317428.3,Костромская область,2017.0,118263216.38,Костромская область,2017.0,39628210.8,Костромская область,2017.0,3100676.4,Костромская область,2017.0,161309531.88,Костромская область,2017.0,22.2,Костромская область,2017.0,10.2,Костромская область,2017.0,67.8,Костромская область,2017,7015.0,Костромская область,2017,8853.0,Костромская область,2017,537.0,Костромская область,2017,455.0,Костромская область,2017,842.0,Костромская область,2017.0,759252.0,Костромская область,2017.0,28399.0,Костромская область,2017.0,45253.0,Костромская область,2017.0,59515.0,Костромская область,2017.0,143260.0,Костромская область,2017.0,482825.0,Костромская область,2017.0,13.4,Костромская область,2017.0,40.8,Костромская область,2017.0,51.4,Костромская область,2017.0,7.7
107,Краснодарский край,2017,5570945.0,Краснодарский край_2017,Краснодарский край,2017,131.0,Краснодарский край,2017,167.0,Краснодарский край,2017.0,23.3,Краснодарский край,2017.0,33403.0,Краснодарский край,2017.0,433626.9,Краснодарский край,2017.0,53142476.7,Краснодарский край,2017.0,923475501.3,Краснодарский край,2017.0,110398691.8,Краснодарский край,2017.0,28503567.7,Краснодарский край,2017.0,1115520237.5,Краснодарский край,2017.0,23.3,Краснодарский край,2017.0,4.2,Краснодарский край,2017.0,21.8,Краснодарский край,2017,66954.0,Краснодарский край,2017,67662.0,Краснодарский край,2017,2524.0,Краснодарский край,2017,4098.0,Краснодарский край,2017,7632.0,Краснодарский край,2017.0,4779513.0,Краснодарский край,2017.0,218414.0,Краснодарский край,2017.0,299930.0,Краснодарский край,2017.0,432498.0,Краснодарский край,2017.0,890348.0,Краснодарский край,2017.0,2938323.0,Краснодарский край,2017.0,10.9,Краснодарский край,2017.0,40.5,Краснодарский край,2017.0,47.9,Краснодарский край,2017.0,11.6
108,Красноярский край,2017,2875301.0,Красноярский край_2017,Красноярский край,2017,246.0,Красноярский край,2017,438.0,Красноярский край,2017.0,22.7,Красноярский край,2017.0,28819.0,Красноярский край,2017.0,687442.8,Красноярский край,2017.0,1104831446.2,Красноярский край,2017.0,1981755164.4,Красноярский край,2017.0,327066652.8,Красноярский край,2017.0,28897892.8,Красноярский край,2017.0,1735724524.5,Красноярский край,2017.0,22.7,Красноярский край,2017.0,18.0,Красноярский край,2017.0,78.6,Красноярский край,2017,36569.0,Красноярский край,2017,51085.0,Красноярский край,2017,2776.0,Красноярский край,2017,1650.0,Красноярский край,2017,4368.0,Красноярский край,2017.0,2026875.0,Красноярский край,2017.0,123546.0,Красноярский край,2017.0,175630.0,Красноярский край,2017.0,197435.0,Красноярский край,2017.0,391371.0,Красноярский край,2017.0,1138893.0,Красноярский край,2017.0,17.6,Красноярский край,2017.0,39.5,Красноярский край,2017.0,56.3,Красноярский край,2017.0,4.2
109,Курганская область,2017,854109.0,Курганская область_2017,Курганская область,2017,22.0,Курганская область,2017,20.0,Курганская область,2017.0,29.5,Курганская область,2017.0,20660.0,Курганская область,2017.0,247093.2,Курганская область,2017.0,3314896.9,Курганская область,2017.0,96669690.71,Курганская область,2017.0,20540307.2,Курганская область,2017.0,2856232.97,Курганская область,2017.0,123381127.78,Курганская область,2017.0,29.5,Курганская область,2017.0,32.6,Курганская область,2017.0,84.3,Курганская область,2017,9497.0,Курганская область,2017,17874.0,Курганская область,2017,930.0,Курганская область,2017,684.0,Курганская область,2017,1638.0,Курганская область,2017.0,908240.0,Курганская область,2017.0,40278.0,Курганская область,2017.0,59060.0,Курганская область,2017.0,75065.0,Курганская область,2017.0,164588.0,Курганская область,2017.0,569249.0,Курганская область,2017.0,19.7,Курганская область,2017.0,37.7,Курганская область,2017.0,58.9,Курганская область,2017.0,3.5
110,Курская область,2017,1122893.0,Курская область_2017,Курская область,2017,26.0,Курская область,2017,36.0,Курская область,2017.0,24.7,Курская область,2017.0,26112.0,Курская область,2017.0,361694.6,Курская область,2017.0,67782750.0,Курская область,2017.0,176100175.2,Курская область,2017.0,60308600.5,Курская область,2017.0,4582104.4,Курская область,2017.0,308773630.1,Курская область,2017.0,24.7,Курская область,2017.0,3.6,Курская область,2017.0,52.2,Курская область,2017,10783.0,Курская область,2017,11864.0,Курская область,2017,579.0,Курская область,2017,637.0,Курская область,2017,1029.0,Курская область,2017.0,1442977.0,Курская область,2017.0,65410.0,Курская область,2017.0,102271.0,Курская область,2017.0,161260.0,Курская область,2017.0,336299.0,Курская область,2017.0,777737.0,Курская область,2017.0,10.3,Курская область,2017.0,33.8,Курская область,2017.0,58.1,Курская область,2017.0,8.1
111,Ленинградская область,2017,1791916.0,Ленинградская область_2017,Ленинградская область,2017,20.0,Ленинградская область,2017,48.0,Ленинградская область,2017.0,17.1,Ленинградская область,2017.0,29668.0,Ленинградская область,2017.0,556083.1,Ленинградская область,2017.0,11402281.9,Ленинградская область,2017.0,909007747.5,Ленинградская область,2017.0,99029137.3,Ленинградская область,2017.0,13257350.7,Ленинградская область,2017.0,1032696517.4,Ленинградская область,2017.0,17.1,Ленинградская область,2017.0,9.5,Ленинградская область,2017.0,34.8,Ленинградская область,2017,14991.0,Ленинградская область,2017,18409.0,Ленинградская область,2017,1235.0,Ленинградская область,2017,1028.0,Ленинградская область,2017,1694.0,Ленинградская область,2017.0,1731052.0,Ленинградская область,2017.0,58622.0,Ленинградская область,2017.0,92393.0,Ленинградская область,2017.0,119268.0,Ленинградская область,2017.0,279695.0,Ленинградская область,2017.0,1181074.0,Ленинградская область,2017.0,9.0,Ленинградская область,2017.0,31.5,Ленинградская область,2017.0,62.1,Ленинградская область,2017.0,6.4
112,Липецкая область,2017,1156221.0,Липецкая область_2017,Липецкая область,2017,15.0,Липецкая область,2017,24.0,Липецкая область,2017.0,21.4,Липецкая область,2017.0,28956.0,Липецкая область,2017.0,452880.0,Липецкая область,2017.0,5765034.1,Липецкая область,2017.0,628043268.2,Липецкая область,2017.0,25921159.6,Липецкая область,2017.0,10346719.9,Липецкая область,2017.0,670076181.8,Липецкая область,2017.0,21.4,Липецкая область,2017.0,8.8,Липецкая область,2017.0,75.7,Липецкая область,2017,11565.0,Липецкая область,2017,12690.0,Липецкая область,2017,490.0,Липецкая область,2017,573.0,Липецкая область,2017,1343.0,Липецкая область,2017.0,1479193.0,Липецкая область,2017.0,53243.0,Липецкая область,2017.0,81230.0,Липецкая область,2017.0,122164.0,Липецкая область,2017.0,289492.0,Липецкая область,2017.0,933064.0,Липецкая область,2017.0,8.8,Липецкая область,2017.0,30.4,Липецкая область,2017.0,56.7,Липецкая область,2017.0,12.9
113,Магаданская область,2017,145570.0,Магаданская область_2017,Магаданская область,2017,0.0,Магаданская область,2017,6.0,Магаданская область,2017.0,13.4,Магаданская область,2017.0,54849.0,Магаданская область,2017.0,1117517.3,Магаданская область,2017.0,112749212.0,Магаданская область,2017.0,4466985.5,Магаданская область,2017.0,14541354.6,Магаданская область,2017.0,854488.2,Магаданская область,2017.0,132612040.3,Магаданская область,2017.0,13.4,Магаданская область,2017.0,10.4,Магаданская область,2017.0,168.5,Магаданская область,2017,1591.0,Магаданская область,2017,2771.0,Магаданская область,2017,181.0,Магаданская область,2017,223.0,Магаданская область,2017,349.0,Магаданская область,2017.0,60639.0,Магаданская область,2017.0,4832.0,Магаданская область,2017.0,7111.0,Магаданская область,2017.0,7994.0,Магаданская область,2017.0,12853.0,Магаданская область,2017.0,27849.0,Магаданская область,2017.0,11.1,Магаданская область,2017.0,32.2,Магаданская область,2017.0,53.0,Магаданская область,2017.0,14.8
114,Москва,2017,12380664.0,Москва_2017,Москва,2017,13.0,Москва,2017,763.0,Москва,2017.0,15.8,Москва,2017.0,65471.0,Москва,2017.0,1329055.5,Москва,2017.0,2544830641.4,Москва,2017.0,11137204901.4,Москва,2017.0,1513350881.6,Москва,2017.0,125621254.7,Москва,2017.0,7723314466.9,Москва,2017.0,15.8,Москва,2017.0,9.5,Москва,2017.0,19.4,Москва,2017,261017.0,Москва,2017,140134.0,Москва,2017,10776.0,Москва,2017,10430.0,Москва,2017,18672.0,Москва,2017.0,12682541.0,Москва,2017.0,370901.0,Москва,2017.0,508173.0,Москва,2017.0,788968.0,Москва,2017.0,1902708.0,Москва,2017.0,9111791.0,Москва,2017.0,7.5,Москва,2017.0,45.6,Москва,2017.0,47.1,Москва,2017.0,7.3
115,Московская область,2017,7423470.0,Московская область_2017,Московская область,2017,47.0,Московская область,2017,320.0,Московская область,2017.0,18.6,Московская область,2017.0,42345.0,Московская область,2017.0,574838.0,Московская область,2017.0,27739189.4,Московская область,2017.0,4656141820.84,Московская область,2017.0,558072610.98,Московская область,2017.0,72278734.44,Московская область,2017.0,2693255545.05,Московская область,2017.0,18.6,Московская область,2017.0,11.9,Московская область,2017.0,42.2,Московская область,2017,90112.0,Московская область,2017,84307.0,Московская область,2017,4780.0,Московская область,2017,4029.0,Московская область,2017,8001.0,Московская область,2017.0,5115757.0,Московская область,2017.0,214156.0,Московская область,2017.0,305092.0,Московская область,2017.0,400608.0,Московская область,2017.0,866066.0,Московская область,2017.0,3329835.0,Московская область,2017.0,7.9,Московская область,2017.0,42.8,Московская область,2017.0,50.5,Московская область,2017.0,6.7
116,Мурманская область,2017,757621.0,Мурманская область_2017,Мурманская область,2017,1.0,Мурманская область,2017,41.0,Мурманская область,2017.0,25.9,Мурманская область,2017.0,39273.0,Мурманская область,2017.0,634409.5,Мурманская область,2017.0,107972566.2,Мурманская область,2017.0,160154261.7,Мурманская область,2017.0,58975777.8,Мурманская область,2017.0,9217014.2,Мурманская область,2017.0,336319619.9,Мурманская область,2017.0,25.9,Мурманская область,2017.0,8.9,Мурманская область,2017.0,66.0,Мурманская область,2017,7820.0,Мурманская область,2017,12773.0,Мурманская область,2017,788.0,Мурманская область,2017,447.0,Мурманская область,2017,1354.0,Мурманская область,2017.0,350531.0,Мурманская область,2017.0,19558.0,Мурманская область,2017.0,27466.0,Мурманская область,2017.0,35538.0,Мурманская область,2017.0,57685.0,Мурманская область,2017.0,210284.0,Мурманская область,2017.0,11.3,Мурманская область,2017.0,42.3,Мурманская область,2017.0,54.8,Мурманская область,2017.0,2.8
117,Ненецкий автономный округ,2017,43937.0,Ненецкий автономный округ_2017,Ненецкий автономный округ,2017,0.0,Ненецкий автономный округ,2017,4.0,Ненецкий автономный округ,2017.0,16.9,Ненецкий автономный округ,2017.0,73013.0,Ненецкий автономный округ,2017.0,6045235.6,Ненецкий автономный округ,2017.0,267857887.6,Ненецкий автономный округ,2017.0,21433913.5,Ненецкий автономный округ,2017.0,3832246.7,Ненецкий автономный округ,2017.0,478734.1,Ненецкий автономный округ,2017.0,293602781.9,Ненецкий автономный округ,2017.0,16.9,Ненецкий автономный округ,2017.0,0.0,Ненецкий автономный округ,2017.0,120.5,Ненецкий автономный округ,2017,675.0,Ненецкий автономный округ,2017,779.0,Ненецкий автономный округ,2017,39.0,Ненецкий автономный округ,2017,47.0,Ненецкий автономный округ,2017,52.0,Ненецкий автономный округ,2017.0,34986.0,Ненецкий автономный округ,2017.0,1768.0,Ненецкий автономный округ,2017.0,2469.0,Ненецкий автономный округ,2017.0,3332.0,Ненецкий автономный округ,2017.0,6650.0,Ненецкий автономный округ,2017.0,20767.0,Ненецкий автономный округ,2017.0,10.6,Ненецкий автономный округ,2017.0,50.5,Ненецкий автономный округ,2017.0,48.4,Ненецкий автономный округ,2017.0,1.0
